image,repo,age_days,pull_count,size_mb,n_tags,packages,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_total,secrets,misconfig,malware
rockylinux/rockylinux@sha256:f0d7460b97156f6c8ea2ae73152bc11fe410d272387d60ddff36dfcea22ef689,rockylinux/rockylinux,1795,5758674,84.3,1,180,13,183,840,372,1414,9,4,5
rockylinux/rockylinux@sha256:72afc2e1a20c9ddf56a81c51148ebcbe927c0a879849efe813bee77d69df1dd8,rockylinux/rockylinux,1528,5758674,74.9,1,151,12,163,625,329,1134,3,4,4
rockylinux/rockylinux@sha256:1fb67b3aa70b140205d29f5757f6ac9f3660fbb97d66f82c04134f10452bc02a,rockylinux/rockylinux,1515,5758674,78.8,1,151,12,152,576,329,1074,3,4,4
archlinux@sha256:dbe52370858ec341af9035cb657939eb912a7b825899cd766f01bc5a775587db,library/archlinux,14,31932408,253.4,1,166,1,23,19,2,45,40,5,15
archlinux@sha256:80ee11bda3cb40c46061bbc91db00e3eb8e6147cb17189b4dc9554e501c791a0,library/archlinux,10,31932408,254.0,1,166,1,23,19,2,45,40,5,15
archlinux@sha256:bb2334c57045a9cbb6e5f6f968f40096da5ab3ae4ff26d0d9711c18d39d45619,library/archlinux,3,31932408,303.6,2,174,1,23,20,2,46,40,5,15
archlinux@sha256:42215a8ac2213d27d2bebd539737196b1bcea14382c375a5ff5a166408074fab,library/archlinux,3,31932408,131.5,3,141,1,23,17,1,42,32,5,12
archlinux@sha256:6eb24c1061ccb1c6e41a737cf524aac5f47076531a3db7d98cb89c767009bb63,library/archlinux,451,31932408,330.3,1,156,4,36,57,8,148,40,5,15
archlinux@sha256:b47bcac2a43bf0857b4397fad9be6cc18be1a8f35f11a27b39506d9932decd4e,library/archlinux,444,31932408,330.6,1,156,4,36,57,8,148,39,5,15
archlinux@sha256:9f3207a2265872f633478d58172d5795ad09d993b68360b472084b88067d0d86,library/archlinux,430,31932408,330.7,1,156,4,38,51,7,140,40,5,15
archlinux@sha256:bb312cbc334d954dc2b8ecfb383b1535a9e7113a428aa22ad20cf8b081d0c761,library/archlinux,423,31932408,330.8,1,156,4,38,51,7,180,40,5,15
archlinux@sha256:9d637ee873ac25906ef22dfb5bf3832adbeec8998c786b8fc18227b593547aa7,library/archlinux,416,31932408,330.8,1,156,4,38,51,7,180,40,5,15
archlinux@sha256:4f2d98923a12665dd8520030d87bc54a15bd177437a78d20f673aba40ab3fd42,library/archlinux,409,31932408,331.5,1,156,4,38,50,7,179,40,5,15
archlinux@sha256:5877e4f34b73dde77086bdb7b8c2cdc2ac909cac0ccc7234b3e1e42537f4d736,library/archlinux,402,31932408,331.8,1,156,4,38,50,7,179,40,5,15
archlinux@sha256:a31b1a042ca97f5980e5f3042b8107ab1c8089d7754fae7903652c38a42fd5ad,library/archlinux,395,31932408,331.8,1,156,3,38,49,7,175,40,5,15
archlinux@sha256:0ef15c9afbbce0bc61b86e0b1a1cccff48b886b2efeceb0992b25a0cd90d2365,library/archlinux,388,31932408,331.8,1,156,3,38,49,7,175,40,5,15
archlinux@sha256:88ee1f24b14bc630da17d6dd53a6db50c79c1ea5e53596d2e0c55f5d935a51ff,library/archlinux,381,31932408,337.5,1,156,3,38,49,7,175,39,5,15
debian@sha256:3e14c0628d5e2543edb955d14cbaa01f927790e090bdd0fe7b7409fdf27766d7,library/debian,2,1625572102,29.4,2,76,11,56,92,15,226,1,4,2
debian@sha256:caf0aff6800b8bba90dfb06b6d092b815f47f2191940597a28e979f311725dcf,library/debian,29,1625572102,49.3,1,78,6,39,144,105,374,1,4,2
debian@sha256:94b6e0d26c44358048c8af911594253d022a01aa0e516bca663152001c6e56ac,library/debian,2,1625572102,48.7,1,76,11,56,92,15,227,1,4,2
debian@sha256:ac673f5be79c9e05cc231da206a3836c0134ab0bf0ac2929e4a4f7e44cbd2613,library/debian,13,1625572102,29.4,1,76,11,56,92,15,226,1,4,2
opensuse/leap@sha256:645dd57d9ff91a0d8defe5d9de7561c4d874c35e05d16fca423437dc7b813a67,opensuse/leap,605,16578799,44.3,1,136,0,1,7,0,8,6,4,3
oraclelinux@sha256:09667bda9f30a3786ffd2bd5879fa2aca10bf281f72946f365c4fc47d5b700bd,library/oraclelinux,7,43704136,101.0,2,204,9,3,7,3,26,14,4,3
busybox@sha256:bd2e91e69aab407d5dd5cbed335db4e689b7e07296896b011337ea39e4c6c9e3,library/busybox,1246,12555858078,0.8,2,1,1,1,1,2,5,0,3,0
busybox@sha256:06e0692a145e237172d0da7ab61ecd9019ab8b42b3ea90da40dfcc1820efbfc9,library/busybox,1711,12555858078,2.6,1,1,1,1,1,2,5,0,3,0
busybox@sha256:592dc8a66f352a4c1a43bef95ac5f0d98068be5874a53df59d82e9ed9131b839,library/busybox,1711,12555858078,0.8,1,1,1,1,1,2,5,0,3,0
busybox@sha256:15f840677a5e245d9ea199eb9b026b1539208a5183621dced7b469f6aa678115,library/busybox,1711,12555858078,0.8,2,1,1,1,1,2,5,0,3,0
busybox@sha256:51de9138b0cc394c813df84f334d638499333cac22edd05d0300b2c9a2dc80dd,library/busybox,1246,12555858078,2.6,4,1,1,1,1,2,5,0,3,0
busybox@sha256:e0b2a0f0bbb24966adb038db1fba7f45d25804602b53d901474b21122399962d,library/busybox,616,12555858078,0.8,2,1,1,2,1,2,6,0,3,0
busybox@sha256:32ff5b1723bccebc23986131ae9ca52ef7f4122729df7c325ee3b9505803ba6c,library/busybox,616,12555858078,0.7,2,1,1,2,1,2,6,0,3,0
busybox@sha256:584c3aa5ea2787155c186d156a85c380db220a8c886c01aac511b99880290010,library/busybox,616,12555858078,2.1,4,1,1,2,1,2,6,0,3,0
busybox@sha256:cbf412bcf1379481c80f65208703910fe543b3a948ae74a32a10ca3789dc13ab,library/busybox,107,12555858078,0.9,3,1,1,0,5,2,8,0,3,0
busybox@sha256:0bdeb791a29449bc33199a223c3d884bc1b0ca405894588d5e2f024be1299c62,library/busybox,58,12555858078,0.8,3,1,1,0,5,2,8,0,3,0
busybox@sha256:77357250c9fbf1dc4e74992163ef45642dfada33076639178f46bee6fb34c3d9,library/busybox,1106,12555858078,0.9,1,1,1,0,1,2,4,0,3,0
busybox@sha256:2707e3b95977dedc54aec62c1991be635d175c83dce0a0b5e8e43e545467003c,library/busybox,1106,12555858078,0.8,1,1,1,0,1,2,4,0,3,0
busybox@sha256:086417a48026173aaadca4ce43a1e4b385e8e62cc738ba79fc6637049674cac0,library/busybox,1106,12555858078,2.6,2,1,1,0,1,2,4,0,3,0
busybox@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f,library/busybox,58,12555858078,2.2,6,1,1,0,5,2,8,0,3,0
alpine@sha256:5b94d101a874c5355bd02b05a1a81d26ae63e43234926bf6d951ef02d8f110f9,library/alpine,2345,11870700656,2.8,1,14,18,177,162,42,502,0,3,0
alpine@sha256:9898e9a51db3e20a557fe0b2a60494b97200d31f580796e664f126a24ec487cd,library/alpine,2311,11870700656,2.8,1,14,18,177,158,42,395,0,3,0
alpine@sha256:83d0a55bb752426898f28a3478b63e8c22e73114dcecd4a79e4c7b197e8608f0,library/alpine,2253,11870700656,2.8,1,14,18,177,158,42,395,0,3,0
alpine@sha256:284932c7a5816299d40c36abd95ad1edd474530e0ee18f1ce922652379f0fbc6,library/alpine,2213,11870700656,2.8,1,14,18,173,158,42,391,0,3,0
alpine@sha256:156f59dc1cbe233827642e09ed06e259ef6fa1ca9b2e29d52ae14d5e7b79d7f0,library/alpine,2155,11870700656,2.8,1,14,22,207,172,44,445,0,3,0
alpine@sha256:2602075a042aa2442755418fd93d8dcde9ce77bd951fb6a516346541f60e57db,library/alpine,2071,11870700656,2.8,1,14,22,207,172,44,445,0,3,0
alpine@sha256:2d2b87c1842e1205589c87fd5319c8297c32bc0c85278bbc968fb9f9381bd708,library/alpine,1980,11870700656,2.8,1,14,22,207,160,44,433,0,3,0
alpine@sha256:45fbb9ea28b1eb6ba9cfff9bf1c4c20c73191f6caa314284331967e56012f2f7,library/alpine,1883,11870700656,2.8,1,14,22,215,164,44,544,0,3,0
alpine@sha256:41c5c49a317ecd79bc4cc7a6aa4ee61b9d951dc2d34f32498007c9e02a3dfb01,library/alpine,1756,11870700656,2.8,1,14,19,197,160,38,506,0,3,0
alpine@sha256:0119f88f395766eb52f9b817c3d23576bf31935dc8e94abe14bae9a083ce4639,library/alpine,1751,11870700656,2.8,1,14,19,197,160,38,506,0,3,0
alpine@sha256:57031e1a3b381fba5a09d5c338f7dbeeed2260ad5100c66b2192ab521ae27fc1,library/alpine,1526,11870700656,2.8,1,15,13,137,148,38,336,0,3,0
alpine@sha256:c11c38f8002da63722adb5111241f5e3c2bfe4e54c0e8f0fb7b5be15c2ddca5f,library/alpine,1515,11870700656,2.8,1,15,13,131,148,38,330,0,3,0
alpine@sha256:04ec796551dc846886d6934956171a323a98a5fb1393dc079d7cd18df38d045d,library/alpine,1406,11870700656,2.8,1,14,12,109,132,38,291,0,3,0
alpine@sha256:fdb552ad69b5b082060c716dc6f0ed6f0e1d94a0ad969ca0dd50af3592069e32,library/alpine,1288,11870700656,3.4,1,15,12,85,130,41,268,0,3,0
alpine@sha256:4f83fc905e4551f4e07de298f55745e766cc880f890244c1e6872aab60f0a0f6,library/alpine,1197,11870700656,3.4,1,15,12,57,122,41,232,0,3,0
alpine@sha256:880fafbab5a7602db21ac37f0d17088a29a9a48f98d581f01ce17312c22ccbb5,library/alpine,1149,11870700656,3.5,1,15,12,53,118,41,224,0,3,0
alpine@sha256:3e44438281baf26907675b99c9a4a421c4d4a57c954120327e703aa8329086bd,library/alpine,993,11870700656,3.4,1,15,6,53,98,41,245,0,3,0
alpine@sha256:60eda2a7bc29a54fe6beae0d72312ea995eb3b8387535e8dbf6767fd1b765d34,library/alpine,883,11870700656,3.4,1,15,10,74,139,47,315,0,3,0
alpine@sha256:cde07f83a90a391bd3eb90f2b1d724dba33975b527ce97917e94a2b3d3308d63,library/alpine,797,11870700656,3.4,1,14,10,78,123,47,258,0,3,0
alpine@sha256:16edc9559472f368b71e0f19a575e71080f2251f6693e7d560e21cc6472f7da6,library/alpine,783,11870700656,3.6,1,14,10,78,123,47,258,0,3,0
alpine@sha256:5f3877672d1e408d63126ebcd62fa84183a627955762876ac64315722fb7fa87,library/alpine,713,11870700656,3.6,1,14,10,78,97,43,228,0,3,0
alpine@sha256:433132b63dfe39f3c09419050d1027e8761d1200e07c3f47cc3316fc1cf2a4fa,library/alpine,556,11870700656,3.6,1,14,6,74,79,39,198,0,3,0
alpine@sha256:732b6226a359f67fad4e38b34dd374bd62a6d282e20c493a38cc7d3a653f86ca,library/alpine,532,11870700656,3.6,1,14,6,68,79,39,192,0,3,0
alpine@sha256:20c6c97faaa88f32bbbc45696d259f0c01404a4ec2f1fa4fa8bc5aa5140443ec,library/alpine,498,11870700656,3.6,1,15,6,68,83,37,194,0,3,0
debian@sha256:e7d7f80de4fe9f07ecf1065cf5e616c81fd6119118df93e9d2b9b4de0bd4acd1,library/debian,2,1625572102,48.7,2,76,11,56,92,15,226,1,4,2
debian@sha256:e283dc7bdfe4df3672ba561cf50022528c493cc5800e80670ca47315aad6a5de,library/debian,3270,1625572102,52.6,1,104,22,148,242,113,708,2,4,3
debian@sha256:51cd80bb935b76fbbf49640750736abc63ab7084d5331e198326b20063e7f13c,library/debian,3223,1625572102,52.6,1,104,22,142,238,113,693,2,4,3
debian@sha256:4a047296238360388744822726005d32c160362f8c9853705b77d853c192c320,library/debian,3172,1625572102,52.6,1,104,22,142,234,113,687,2,4,3
debian@sha256:b56011ba975e407f53fa6c75c94bfe4b2ce170bd6162a6a4c8522290154083e8,library/debian,3083,1625572102,52.6,1,104,11,115,146,113,560,2,4,3
debian@sha256:beb76032aa0d85f0f0746deef91b670fb87f21a340b5a4d6499c2a92f555b85e,library/debian,3017,1625572102,52.6,1,104,11,114,145,113,557,2,4,3
debian@sha256:884b1f0ff545f72b725bfe2fe9051edb48c038bd75d6688e7c6be7a0adc3b504,library/debian,2991,1625572102,52.6,1,104,11,114,145,113,552,2,4,3
debian@sha256:6dba6f2fbb1d1d9821db55b2a5fbffb3b3717b826fe70936313c962327f2c717,library/debian,3257,1625572102,38.1,1,80,26,96,125,88,395,4,4,3
archlinux@sha256:752a8f5e6bbbe82683b35e32a55483f4bcf0ee72d385db6b2ebee379f6031beb,library/archlinux,2005,31932408,150.7,1,111,2,19,28,11,66,25,4,8
archlinux@sha256:23924e2011b53294272176a6a0bb8835007e3cfc489f19cc79dff437d03bbb8e,library/archlinux,1997,31932408,150.7,1,111,2,19,28,11,66,25,4,8
archlinux@sha256:1546def0d74fdc79d1da19233fb6bcf1e0676e4b05dc91e6c31a29c97a7ff831,library/archlinux,1991,31932408,151.0,1,111,2,19,28,11,66,33,4,8
archlinux@sha256:7947166ecaec15150de144eb97d5614691b45007fd0141f7e3d4ec754198e711,library/archlinux,1984,31932408,151.0,1,111,2,18,27,11,64,34,4,8
archlinux@sha256:526aa1073b30f39e53e408d4388f0a50b9bb75385de99feb1735f0b64474c9a3,library/archlinux,1976,31932408,134.1,1,108,2,17,24,10,59,30,4,6
archlinux@sha256:ef88674e684939caf999fe2f068eed78eb3847b8b20ef5ddd5b581e0152aa8ac,library/archlinux,1956,31932408,134.3,1,108,2,17,24,10,59,30,4,6
archlinux@sha256:305d25137b82266bb9353cec3a2e20a95c41aa941b8fb2950c76da38ba0959c4,library/archlinux,1949,31932408,134.2,1,108,2,17,24,10,59,26,4,6
archlinux@sha256:06f62f234141bc3bfa4ea748c1e6a4ec6d2ad5f106d54b78111f9fd656cc178b,library/archlinux,1947,31932408,134.2,1,108,2,17,24,10,59,30,4,6
archlinux@sha256:fa57f725b93e99fb905e3fdae81b4b33e02413240298f52f3105a2dde4913f81,library/archlinux,1942,31932408,133.9,1,108,2,17,23,10,58,33,4,6
archlinux@sha256:f00d738b7ebe7039c00e8c5f8f1b7738f3c1be6f4dc3f00544c6895d1608c8c9,library/archlinux,1935,31932408,134.0,1,108,1,17,23,10,57,33,4,6
archlinux@sha256:ea46b488af1e6404726ed9ea75163306577a91c9d7b70b5dca0436b04e9050e4,library/archlinux,1928,31932408,134.0,1,108,1,17,22,9,55,33,4,6
debian@sha256:f024928588f68f8e21c5734b85f7d6f0cfaad1a7021f9b01583d1fb139124bcb,library/debian,129,1625572102,29.3,1,77,15,111,165,16,360,1,4,2
debian@sha256:63a03c8960bb1c29b0942c792c238bd7d61ccc5052a66e2bdaa3127c6e8f9e21,library/debian,107,1625572102,29.1,1,77,15,86,133,16,303,1,4,2
debian@sha256:ec75ab59e1b0a7f88670bc08890162f23e37c731a90c41fc999118ec6f3ae064,library/debian,107,1625572102,48.7,1,77,15,86,133,16,303,1,4,2
debian@sha256:2cc48f01bfe39994c636ab5d81297b62e55c71a8fa8607ad6968259d67ac91ee,library/debian,86,1625572102,29.1,1,77,15,86,133,16,303,1,4,2
debian@sha256:16ad49cfb89af5538ff864b887b06f469e749ec01fa3f65a009204e6675a1845,library/debian,86,1625572102,48.7,1,77,15,86,133,16,303,1,4,2
debian@sha256:32cf0aa8e6564af668a9c2bdb6aeb23850fde115059e3da36d226a7160a005e2,library/debian,66,1625572102,29.2,1,76,15,78,125,16,287,1,4,2
debian@sha256:3dd905e931109502903806306a4029c9a4023bc4877f73ba145d4670024940c9,library/debian,66,1625572102,48.6,1,76,15,78,125,16,287,1,4,2
debian@sha256:7064a2b30d8172bb702e52da564d26f21975f7d37ff2db85c8c5b7424a65ff4b,library/debian,44,1625572102,29.2,1,76,15,75,106,16,265,1,4,2
debian@sha256:61bb29fa925af8000218ca98431812e7011a4917ec188169a96b173ec4109a86,library/debian,44,1625572102,48.6,1,76,15,75,106,16,265,1,4,2
debian@sha256:6393fa75c50882f23e74510307b5ea58467aa6d8b45888ae4e066f485d2fce61,library/debian,29,1625572102,29.4,1,76,11,59,93,16,231,1,4,2
debian@sha256:6b33ef7f8fd58720a8fd7f5ef592a40303e7b6597759450a98f9421856694522,library/debian,29,1625572102,48.7,1,76,11,59,93,16,231,1,4,2
debian@sha256:75d7ea418ef9ccebb41ddcc2b0871c2f1c1079fcabc4d6714dad47ea7d8c85b8,library/debian,13,1625572102,29.3,1,76,11,56,92,15,227,1,4,2
debian@sha256:f34cf10067a762d327093c1288398a9d946cf2fe5583401b2a7ea4ff4e77e650,library/debian,13,1625572102,48.6,1,76,11,56,92,15,226,1,4,2
debian@sha256:e11607f41d2822eb716ce9c7472f580082e4974c56a1aac38f610c011d0f6478,library/debian,2,1625572102,29.4,2,76,11,56,92,15,226,1,4,2
busybox@sha256:c7b0a24019b0e6eda714ec0fa137ad42bc44a754d9cea17d14fba3a80ccc1ee4,library/busybox,3004,12555858078,0.7,1,1,2,12,3,2,19,0,4,391
busybox@sha256:14c5b9511c7ed9c811c6d18895e834836b2b78970ba22286585727ff78c081a5,library/busybox,2970,12555858078,0.7,1,1,2,12,3,2,19,0,4,391
busybox@sha256:186694df7e479d2b8bf075d9e1b1d7a884c6de60470006d572350573bfa6dcd2,library/busybox,2968,12555858078,0.7,1,1,2,12,3,2,19,0,4,391
busybox@sha256:74f634b1bc1bd74535d5209589734efbd44a25f4e2dc96d78784576a3eb5b335,library/busybox,2920,12555858078,0.7,2,1,2,12,3,2,19,0,4,391
rockylinux/rockylinux@sha256:71577e72a57dd3da9e4ed1de7b41a55159149f4bffb8b5a96dc18949e108ae96,rockylinux/rockylinux,741,5758674,56.1,1,114,0,92,225,127,444,1,4,3
rockylinux/rockylinux@sha256:68e52d79b4e34b6dcd3c424c44e6b87ffd06f894aaa0d437ee7a354121baa2ec,rockylinux/rockylinux,741,5758674,89.6,1,157,4,163,421,317,907,3,4,4
rockylinux/rockylinux@sha256:b5b814a6b589d54de9a698afa4b324d52300e7cfc3649deaef8e6962b36fedd3,rockylinux/rockylinux,741,5758674,85.2,1,145,4,137,361,343,850,1,4,4
rockylinux/rockylinux@sha256:91d9f5f32ede7bc02320fef2e0de570bf8f71020c61f792dca8aeae8e219fc92,rockylinux/rockylinux,717,5758674,85.2,2,146,4,137,361,343,850,1,4,4
rockylinux/rockylinux@sha256:af95d2ccba3e173fc25072f8b59204801cdf4b5e89055e9f3386aca309200fba,rockylinux/rockylinux,549,5758674,60.1,2,118,0,69,207,110,386,1,4,3
rockylinux/rockylinux@sha256:ac497ecc8f2f07ca84c4978d03b7cf2ba80dbb8f9c91d91f35b935bcbb414f7a,rockylinux/rockylinux,549,5758674,82.0,2,159,4,105,316,277,704,7,4,4
rockylinux/rockylinux@sha256:767f30c94a9a43e46719408f877fb4eb91cea98401dd76a23abfc345ae5cb4ad,rockylinux/rockylinux,549,5758674,86.5,2,148,4,105,326,322,762,1,4,4
rockylinux/rockylinux@sha256:2daca1606841edcd4a218aea237034e26bf9d60a4cff8edc1c6569ed4ddbbb29,rockylinux/rockylinux,350,5758674,60.1,2,119,0,59,180,102,341,1,4,3
rockylinux/rockylinux@sha256:4e2f3f7835f4ac76f7327ddbf2920955731ff73c439dfadbd6b420a5b3592bcc,rockylinux/rockylinux,350,5758674,91.4,2,162,4,106,326,275,713,3,4,4
rockylinux/rockylinux@sha256:7620071ad66949c3aef9fd313151f0cfee46b75485990c3b03710624f5e1b7b3,rockylinux/rockylinux,350,5758674,86.4,2,149,4,95,283,308,695,1,4,4
rockylinux@sha256:d644d203142cd5b54ad2a83a203e1dee68af2229f8fe32f52a30c6e1d3c3a9e0,library/rockylinux,722,42704179,64.3,3,144,4,137,403,359,908,5,4,4
rockylinux/rockylinux@sha256:ee90dc0e23c2f59af63886aed78c495fc847c8f0af7e825f48746547ddb7fbe2,rockylinux/rockylinux,164,5758674,87.1,3,150,4,65,229,317,620,1,4,4
sl@sha256:9bc32ea0e251741a5db4cdc9e8cdb30683a29cc12a2c08ea5b629860ada5038b,library/sl,2023,614418,49.5,1,143,5,84,686,736,1519,9,4,10
amazonlinux@sha256:7e647ea1bb83c3b822afb0423988fa2a2d72a1c4fa67c344d395165b90fd4429,library/amazonlinux,48,963689227,54.6,1,109,4,33,25,7,86,0,3,3
amazonlinux@sha256:558b71737b5e0f6d2c7cbfabd855a209750443d0c3dd894b30d9c086d45fcc87,library/amazonlinux,36,963689227,54.6,1,109,4,33,25,7,70,0,3,3
amazonlinux@sha256:dcb8e2297776f1914e3380c340622bb50926ce4930ebf85eb7b6e29e69f1bb08,library/amazonlinux,28,963689227,54.6,1,109,4,15,13,5,38,0,3,3
amazonlinux@sha256:785bcfcd29360abc583eee26f40f264789d967dccd19cd516a636341c3a5625d,library/amazonlinux,17,963689227,54.6,1,109,4,3,11,3,22,1,3,3
amazonlinux@sha256:1354bac994f94d87e3ce750a7058e5a3c71158c1e760ac3bfb635c328c150513,library/amazonlinux,972,963689227,52.4,1,106,4,176,253,47,650,0,3,3
amazonlinux@sha256:3bfc9f547067b8bac95120fab02c7d59a1c25e5552a1080028922483e0136418,library/amazonlinux,952,963689227,52.4,1,106,4,154,253,47,618,0,3,3
amazonlinux@sha256:990949e45823b93b83349c84f2690526d915a31f6831b674e579b4a4b2dab61b,library/amazonlinux,940,963689227,52.4,1,106,4,152,253,47,457,0,3,3
amazonlinux@sha256:e1066a340e771620fdc12b9b65e19f49b732438cc9e3e5d4c72f3242ecacc24c,library/amazonlinux,930,963689227,52.4,1,106,4,152,253,47,457,0,3,3
amazonlinux@sha256:f397b06303925361e57959202db5275961655695794e4857b1627f6b6ec54015,library/amazonlinux,912,963689227,52.2,1,106,4,148,251,41,445,0,3,3
amazonlinux@sha256:7c60ed07cd780367a1d2a33e6ee2241bb12141a7767de3d5ff6df1ed9fe1d0f1,library/amazonlinux,888,963689227,52.2,1,106,4,147,248,41,441,0,3,3
amazonlinux@sha256:740026cccf326d45694cc5581f92ee7b1101a632a95e066fdb86ba9bf6fcf77a,library/amazonlinux,883,963689227,52.2,1,106,4,147,248,41,441,0,3,3
amazonlinux@sha256:41eedb30f6a442f54b8d3e535279524375a887d761f668b52dccc706c95eeaf1,library/amazonlinux,860,963689227,52.2,1,106,4,147,244,37,433,0,3,3
amazonlinux@sha256:c0b80a36f69cd75c2c835e47c380b8b2db1c4ea024dac1025b1a664774c66857,library/amazonlinux,852,963689227,52.2,1,106,4,147,244,37,433,0,3,3
amazonlinux@sha256:62ebd855c09b363009221442fcb1d09aca167d4ba58f2cfd14e00e59ca2f2d54,library/amazonlinux,840,963689227,52.2,1,106,4,145,244,37,431,0,3,3
amazonlinux@sha256:94939bd77588f551434ae419b0e70e50ed6be7da141a27be61a2f67a2dcdc1c3,library/amazonlinux,815,963689227,52.2,1,106,4,143,241,37,426,0,3,3
amazonlinux@sha256:8681c966d5352a3f0018d2a892059a73f8c920fc297e0770d299a28eca232019,library/amazonlinux,801,963689227,52.3,1,108,4,143,235,35,418,0,3,3
amazonlinux@sha256:683683a47404224560708f2c698d633929b0b09bca3b906373313c1fa4acaca5,library/amazonlinux,796,963689227,52.3,1,108,4,143,235,35,418,0,3,3
amazonlinux@sha256:d908f063b26f4a0ef3f3f8ef96e3b4be5ba3553218c287d4177f888bde27b83f,library/amazonlinux,776,963689227,52.3,1,108,4,141,215,31,392,0,3,3
amazonlinux@sha256:6966527bf9107ed0fdf2cb8f943613ad9ce02b41f2a28797eae6e5bdbbe844f0,library/amazonlinux,762,963689227,52.3,1,108,4,141,211,31,388,0,3,3
amazonlinux@sha256:130e2b842304783d910b17355968b433b99ad6a8eb2ecd0fcc31c6b995c9f110,library/amazonlinux,716,963689227,52.3,1,108,4,129,201,31,366,0,3,3
amazonlinux@sha256:747c209e15f5880ad5bac8a3b848351d4f121a59336a60947f089f45f4b3c995,library/amazonlinux,700,963689227,52.3,1,108,4,129,199,31,364,0,3,3
amazonlinux@sha256:c2a997d75628e9681beb4c085e3ac47a250f3f758643d008d9848b5f7917e876,library/amazonlinux,693,963689227,52.3,1,108,4,129,199,31,364,0,3,3
photon@sha256:65df0e12c435ebbaad72dff57604b9f486a7a657037df3d3eba9380726bfe55a,library/photon,367,18468774,17.2,1,36,14,62,87,8,171,0,3,0
photon@sha256:f7b3903c3321d77e338463f39a77785e38a8c9286b79746f1ced2b554d57a4a4,library/photon,325,18468774,17.2,1,36,14,60,87,8,169,0,3,0
photon@sha256:03f17328ea177d512f9b7184fcaf2b6819d3dedff1744b004b3242c68ca764b1,library/photon,318,18468774,17.2,1,36,12,59,87,8,166,0,3,0
photon@sha256:397520776a9b4d60a4a085042b70e29d75ab0e4da9261aa83e0cf91a29e6fedf,library/photon,304,18468774,17.2,1,36,8,56,87,8,159,0,3,0
photon@sha256:a34c9f3a0ba533f797652ac33a9c8743539b651496c074f1187d09d6c507f0e5,library/photon,297,18468774,17.2,1,36,8,53,87,8,156,0,3,0
photon@sha256:8abb3609733dfbc67f6683f623b4998ee0dbb65af3dd50791bddbea7953f96b8,library/photon,283,18468774,17.2,1,36,8,53,87,8,156,0,3,0
photon@sha256:9bd4f921e6cab358b018917537c22966f2d31a78c6e949e6b3a0cf26136f7f16,library/photon,239,18468774,17.1,1,36,6,51,87,6,150,0,3,0
photon@sha256:69d6831a1808c156412df24c94a25d66818401f9680e8987a8ea92edf80b2653,library/photon,220,18468774,17.1,1,36,6,49,87,6,148,0,3,0
photon@sha256:f151efb9f1b38f02c4642700d40160d3f39b4a64685021d1c5c968c547e3a2e4,library/photon,191,18468774,17.1,1,36,6,44,87,6,143,0,3,0
photon@sha256:bc863013a7bf56b7907bd8e81f6e3bf9bd4a154b66c07462163f28f01020f0a7,library/photon,184,18468774,17.1,1,36,6,40,75,6,127,0,3,0
photon@sha256:ff38817c8cecf610d12a775db39c69aaad0db5b92fa321e94496533b91f4082d,library/photon,164,18468774,17.1,1,36,6,41,75,6,128,0,3,0
photon@sha256:e56b23885089dbab1040865c0deabc52279a627a99366ac90352ca64bbd981a1,library/photon,129,18468774,17.1,1,36,6,41,51,2,100,0,3,0
photon@sha256:e7ddac649e168250fb8a0d016c95fdc0808e0cb06cac1825ffd74676a745c541,library/photon,93,18468774,17.1,1,36,6,33,41,0,80,0,3,0
almalinux@sha256:a5b0118d61da9ebef86b201d695d72e0f6fec75934fb8dd737534b44d8a29a83,library/almalinux,23,14397230,31.1,1,84,0,7,84,61,152,1,3,0
almalinux@sha256:89cf4fec1cc4f1dd72c314f8da8e007fc00eaebe42c94515c6598477dcb84ed7,library/almalinux,17,14397230,31.1,1,84,0,5,84,61,150,1,3,0
almalinux@sha256:e066edd9182141b93396adeac2318e4f06449ea7f1abf868808d6a9d2c5e8b44,library/almalinux,10,14397230,68.5,4,144,1,10,159,172,342,6,4,5
almalinux@sha256:f83da47564f12cdbf4f533e17db941d23e9c839ae87312703a42191bc7b4460d,library/almalinux,10,14397230,37.6,3,101,0,7,89,109,205,1,3,3
almalinux@sha256:c811eb62d56e5099c2b40fa15f14689fb4265e116795451b2431887eb56843c9,library/almalinux,694,14397230,71.7,1,154,9,87,333,296,730,3,4,4
almalinux@sha256:59eda28f903ff5de87e4176eedd8bc52159f8c4c031a7ea172750f1ac9c765d7,library/almalinux,667,14397230,71.7,1,154,9,85,328,294,721,3,4,4
almalinux@sha256:b5524cbb7f0639308008c5dcc458d6c7690eb5bc707cac083badf3493e7b06e7,library/almalinux,605,14397230,71.8,1,154,9,80,321,293,708,3,4,4
almalinux@sha256:b4d1bfaf9c8cc2c4a5eb77963e52ff107b04c3d7af7dbe5ad7640df65122bf80,library/almalinux,440,14397230,71.7,1,154,9,74,286,288,662,3,4,4
almalinux@sha256:2af283da27cd271fa42c5ea3172afa594198f97a1cdcdef8a4d0ec1e02a9a337,library/almalinux,402,14397230,71.7,1,154,9,70,284,288,656,3,4,4
